Time	Lead II
4.48	-0.131419
4.49	-0.076983
4.5	-0.128596
4.51	-0.115656
4.52	-0.0992078
4.53	-0.118032
4.54	-0.0576436
4.55	-0.084965
4.56	-0.0454173
4.57	-0.0233092
4.58	-0.0251413
4.59	0.0182624
4.6	-0.040804
4.61	-0.000792654
4.62	0.0106851
4.63	-0.0180158
4.64	0.0403221
4.65	-0.0274218
4.66	-0.0280692
4.67	-0.037831
4.68	-0.0610768
4.69	-0.0246083
4.7	-0.0771557
4.71	-0.0592207
4.72	-0.0673743
4.73	-0.0833792
4.74	0.00473906
4.75	-0.0082957
4.76	0.0575166
4.77	0.116847
4.78	0.0785004
4.79	0.0655757
4.8	-0.0517588
4.81	-0.0612647
4.82	-0.0695507
4.83	-0.142225
4.84	-0.0954187
4.85	-0.127941
4.86	-0.110329
4.87	-0.0528233
4.88	0.274268
4.89	0.919662
4.9	1.06706
4.91	0.761693
4.92	0.333494
4.93	-0.00350842
4.94	-0.0738184
4.95	-0.135003
4.96	-0.10756
4.97	-0.123873
4.98	-0.152544
4.99	-0.10361
5	-0.0755451
5.01	-0.0748423
5.02	-0.0964028
5.03	-0.147578
5.04	-0.0810471
5.05	-0.138517
5.06	-0.143768
5.07	-0.133978
5.08	-0.174878
5.09	-0.114837
5.1	-0.139266
5.11	-0.101162
5.12	-0.0685705
5.13	-0.0940689
5.14	-0.0171796
5.15	-0.0354392
5.16	-0.0171923
5.17	-0.00674178
5.18	-0.0395504
5.19	0.0191524
5.2	-0.0434536
5.21	-0.0254663
5.22	0.0144795
5.23	-0.034849
5.24	0.013425
5.25	-0.0235902
5.26	-0.018851
5.27	-0.0312644
5.28	-0.0829965
5.29	-0.00901086
5.3	-0.0487671
5.31	-0.00932949
5.32	0.0409617
5.33	0.000225007
5.34	0.0794771
5.35	0.0988393
5.36	0.0973893
5.37	0.0729093
5.38	-0.00828913
5.39	-0.00590947
5.4	-0.0931766
5.41	-0.104262
5.42	-0.0993695
5.43	-0.143406
5.44	-0.111982
5.45	-0.107903
5.46	0.269624
5.47	0.879059
5.48	1.06618
5.49	0.777758
5.5	0.25847
5.51	-0.011045
5.52	-0.106657
5.53	-0.190613
5.54	-0.156069
5.55	-0.204039
5.56	-0.189918
5.57	-0.158162
5.58	-0.210081
5.59	-0.177991
5.6	-0.237764
5.61	-0.22321
5.62	-0.214824
5.63	-0.242205
5.64	-0.167099
5.65	-0.23824
5.66	-0.246167
5.67	-0.197203
5.68	-0.223227
5.69	-0.153744
5.7	-0.171185
5.71	-0.112139
5.72	-0.0525764
5.73	-0.0765465
5.74	0.00695929
5.75	-0.0062789
5.76	0.00639503
5.77	0.0168374
5.78	-0.01216
5.79	0.0517152
5.8	-0.00171887
5.81	-0.00396798
5.82	0.0210422
5.83	0.00809539
5.84	0.0606472
5.85	-0.00522482
5.86	0.00661213
5.87	0.0544003
5.88	0.0446713
5.89	0.114013
5.9	0.103395
5.91	0.182597
5.92	0.219831
5.93	0.167571
5.94	0.201143
5.95	0.0864524
5.96	0.0249725
5.97	0.0279142
5.98	-0.0401098
5.99	0.000347218
6	-0.0571827
6.01	-0.0682053
6.02	0.0415283
6.03	0.442469
6.04	1.0608
6.05	1.05438
6.06	0.66839
6.07	0.253154
6.08	-0.0473829
6.09	-0.100011
6.1	-0.176362
6.11	-0.155316
6.12	-0.128514
6.13	-0.191441
6.14	-0.153336
6.15	-0.181934
6.16	-0.15124
6.17	-0.134714
6.18	-0.192074
6.19	-0.150228
6.2	-0.191297
6.21	-0.16059
6.22	-0.16418
6.23	-0.21471
6.24	-0.147863
6.25	-0.174907
6.26	-0.14128
6.27	-0.112765
6.28	-0.103797
6.29	-0.00805035
6.3	-0.0331714
6.31	-0.0360562
6.32	-0.0313337
6.33	-0.048851
6.34	0.0345603
6.35	-0.0198391
6.36	-0.0103544
6.37	-0.0023776
6.38	-0.0362798
6.39	0.0285201
6.4	-0.0276385
6.41	-0.0199654
6.42	-0.0173877
6.43	-0.045471
6.44	0.00791201
6.45	-0.0380195
6.46	0.016426
6.47	0.078043
6.48	0.0732301
6.49	0.173441
6.5	0.155133
6.51	0.146928
6.52	0.0872598
6.53	-0.0137268
6.54	0.00974107
6.55	-0.0667971
6.56	-0.064739
6.57	-0.051432
6.58	-0.085768
6.59	-0.0347881
6.6	0.127704
6.61	0.707145
6.62	1.15767
6.63	0.950885
6.64	0.517121
6.65	0.0822798
6.66	-0.0775947
6.67	-0.122116
6.68	-0.118706
6.69	-0.0601089
6.7	-0.158724
6.71	-0.12562
6.72	-0.11359
6.73	-0.152149
6.74	-0.096713
6.75	-0.142562
6.76	-0.127416
6.77	-0.125674
6.78	-0.140215
6.79	-0.114681
6.8	-0.222961
6.81	-0.219648
6.82	-0.181245
6.83	-0.195655
6.84	-0.118804
6.85	-0.147384
6.86	-0.113124
6.87	-0.0855391
6.88	-0.103224
6.89	-0.0375425
6.9	-0.0906321
6.91	-0.0725671
6.92	-0.044022
6.93	-0.0515874
6.94	0.015524
6.95	-0.0540039
6.96	-0.0409553
6.97	-0.0340852
6.98	-0.0768407
6.99	-0.0282818
7	-0.0674202
7.01	-0.0285853
7.02	0.00748754
7.03	-0.0230254
7.04	0.0433129
7.05	0.058181
7.06	0.152829
7.07	0.170548
7.08	0.0863257
7.09	0.0538601
7.1	-0.0584904
7.11	-0.0478074
7.12	-0.0488333
7.13	-0.082686
7.14	-0.0602842
7.15	-0.141291
7.16	-0.0213428
7.17	0.359044
7.18	0.897711
7.19	1.13181
7.2	0.731369
7.21	0.295484
7.22	0.0113588
7.23	-0.145908
7.24	-0.134122
7.25	-0.201045
7.26	-0.175421
7.27	-0.167775
7.28	-0.216308
7.29	-0.164416
7.3	-0.185662
7.31	-0.140155
7.32	-0.164399
7.33	-0.217878
7.34	-0.158357
7.35	-0.225086
7.36	-0.204823
7.37	-0.213328
7.38	-0.266868
7.39	-0.203271
7.4	-0.22149
7.41	-0.162265
7.42	-0.130653
7.43	-0.138751
7.44	-0.0879483
7.45	-0.109573
7.46	-0.0484839
7.47	-0.0263492
7.48	-0.0670421
7.49	-0.0152875
7.5	-0.0466731
7.51	0.00284258
7.52	0.00126134
7.53	-0.059875
7.54	-0.0059432
7.55	-0.0267813
7.56	0.0201849
7.57	0.00442255
7.58	-0.0638031
7.59	0.00562146
7.6	-0.00790121
7.61	0.0599249
7.62	0.112161
7.63	0.137602
7.64	0.219073
7.65	0.131416
7.66	0.0996912
7.67	0.0344902
7.68	-0.0585026
7.69	-0.0400292
7.7	-0.10705
7.71	-0.0897821
7.72	-0.108251
7.73	-0.065532
7.74	0.336128
7.75	0.867736
7.76	1.12482
7.77	0.814779
7.78	0.319418
7.79	0.0673401
7.8	-0.117411
7.81	-0.126127
7.82	-0.11821
7.83	-0.141953
7.84	-0.11786
7.85	-0.172957
7.86	-0.113044
7.87	-0.118509
7.88	-0.15336
7.89	-0.107061
7.9	-0.154701
7.91	-0.103142
7.92	-0.0958675
7.93	-0.168036
7.94	-0.152175
7.95	-0.201836
7.96	-0.149471
7.97	-0.137277
7.98	-0.153321
7.99	-0.0763927
8	-0.0971529
8.01	-0.0419315
8.02	-0.0343461
8.03	-0.0775504
8.04	-0.0394997
8.05	-0.0643127
8.06	-0.00134765
8.07	0.00710594
8.08	-0.017415
8.09	0.00657499
8.1	-0.0673301
8.11	-0.0189965
8.12	0.0151595
8.13	-0.0271276
8.14	-0.0177355
8.15	-0.0710106
8.16	-0.00749435
8.17	0.0192132
8.18	0.0145686
8.19	0.0885539
8.2	0.103419
8.21	0.195153
8.22	0.195106
8.23	0.0953323
8.24	0.0814719
8.25	-0.0177944
8.26	-0.0380071
8.27	-0.0692636
8.28	-0.0930774
8.29	-0.0679652
8.3	-0.120942
8.31	0.0957042
8.32	0.594465
8.33	1.0714
8.34	1.05251
8.35	0.546925
8.36	0.157443
8.37	-0.0455378
8.38	-0.135779
8.39	-0.107232
8.4	-0.144251
8.41	-0.119537
8.42	-0.144218
8.43	-0.170625
8.44	-0.120907
8.45	-0.163386
8.46	-0.116434
8.47	-0.12571
8.48	-0.146795
8.49	-0.131217
8.5	-0.214045
8.51	-0.167418
8.52	-0.173605
8.53	-0.216143
8.54	-0.168266
8.55	-0.189837
8.56	-0.149603
8.57	-0.125446
8.58	-0.0944865
8.59	-0.0454923
8.6	-0.106531
8.61	-0.0625631
8.62	-0.0584642
8.63	-0.0688703
8.64	0.00188133
8.65	-0.0606096
8.66	-0.0401476
8.67	-0.0501598
8.68	-0.0666084
8.69	-0.0104431
8.7	-0.0606117
8.71	-0.0352291
8.72	-0.0361589
8.73	-0.06997
8.74	-0.0302757
8.75	-0.0692429
8.76	-0.0495789
8.77	-0.0785648
8.78	-0.0388377
8.79	0.0532774
8.8	0.0260336
8.81	0.106511
8.82	0.144795
8.83	0.109124
8.84	0.0947853
8.85	-0.0142304
8.86	-0.0303195
8.87	-0.0566928
8.88	-0.0954442
8.89	-0.0603892
8.9	-0.141219
8.91	-0.0726857
8.92	0.16228
8.93	0.683552
8.94	1.15649
8.95	0.907684
8.96	0.475822
8.97	0.11789
8.98	-0.0648355
8.99	-0.0618372
9	-0.139366
9.01	-0.117391
9.02	-0.135993
9.03	-0.152384
9.04	-0.098579
9.05	-0.150763
9.06	-0.11415
9.07	-0.120764
9.08	-0.138731
9.09	-0.10181
9.1	-0.177091
9.11	-0.146948
9.12	-0.162065
9.13	-0.211026
9.14	-0.186668
9.15	-0.243703
9.16	-0.224293
9.17	-0.209101
9.18	-0.128496
9.19	-0.04463
9.2	-0.127018
9.21	-0.0862915
9.22	-0.0902546
9.23	-0.147956
9.24	-0.10526
9.25	-0.117096
9.26	-0.0570029
9.27	-0.119529
9.28	-0.25024
9.29	-0.19326
9.3	-0.170033
9.31	-0.0649765
9.32	-0.0442541
9.33	-0.119453
9.34	-0.0648493
9.35	-0.1106
9.36	-0.116897
9.37	-0.126469
9.38	-0.147432
9.39	-0.0790562
9.4	-0.131861
9.41	-0.0731033
9.42	-0.0130644
9.43	-0.00324881
9.44	0.0941843
9.45	0.069317
9.46	0.144149
9.47	0.190589
9.48	0.147593
9.49	0.126163
9.5	0.0073442
9.51	0.0116279
9.52	0.016664
9.53	-0.0261118
9.54	0.016929
9.55	-0.0358374
9.56	0.08455
9.57	0.533109
9.58	1.07307
9.59	1.19688
9.6	0.737733
9.61	0.350072
9.62	0.161225
9.63	0.0159079
9.64	0.0352897
9.65	0.00478995
9.66	0.0684393
9.67	0.0809046
9.68	0.0333043
9.69	0.101093
9.7	0.0634677
9.71	0.0936215
9.72	0.106266
9.73	0.0482574
9.74	0.0666593
9.75	0.0233844
9.76	0.0597987
9.77	0.0569338
9.78	0.0247749
9.79	0.0555663
9.8	-0.00946472
9.81	0.0305075
9.82	0.0697203
9.83	0.0727099
9.84	0.0900433
9.85	0.00437243
9.86	0.0166764
9.87	0.024852
9.88	0.00651331
9.89	-0.0104618
9.9	-0.115153
9.91	-0.0397989
9.92	0.0128382
9.93	-0.0162349
9.94	0.0387166
9.95	-0.0445909
9.96	-0.0623461
9.97	-0.0748003
9.98	-0.107943
9.99	-0.0538105
10	-0.0835474
10.01	-0.0448712
10.02	-0.0801556
10.03	-0.122697
10.04	-0.0340519
10.05	-0.0619411
10.06	-0.104275
10.07	-0.141945
10.08	-0.139909
10.09	-0.0594117
10.1	-0.106902
10.11	-0.0689758
10.12	-0.0531876
10.13	-0.0452848
10.14	0.0659129
10.15	0.0469636
10.16	0.0918865
10.17	0.0795842
10.18	0.00456824
10.19	-0.00629218
10.2	-0.0978518
10.21	-0.132748
10.22	-0.148881
10.23	-0.176333
10.24	-0.124098
10.25	-0.0751022
10.26	0.331341
10.27	0.955619
10.28	1.1736
10.29	0.865848
10.3	0.304761
10.31	0.0182997
10.32	-0.0915043
10.33	-0.137118
10.34	-0.101564
10.35	-0.155878
10.36	-0.0978665
10.37	-0.101452
10.38	-0.146066
10.39	-0.107313
10.4	-0.152188
10.41	-0.105003
10.42	-0.0958539
10.43	-0.152728
10.44	-0.131656
10.45	-0.195943
10.46	-0.171053
10.47	-0.182407
10.48	-0.239619
10.49	-0.20177
10.5	-0.260197
10.51	-0.213057
10.52	-0.175277
10.53	-0.15855
10.54	-0.0751369
10.55	-0.06151
10.56	-0.0123314
10.57	-0.0107672
10.58	-0.0414671
10.59	-0.00561005
10.6	-0.0503815
10.61	0.0156529
10.62	0.0337421
10.63	-0.0301948
10.64	-0.00888576
10.65	-0.0496742
10.66	-0.0281085
10.67	-0.0314046
10.68	-0.0513875
10.69	-0.0140498
10.7	-0.120337
10.71	-0.112552
10.72	-0.100181
10.73	-0.0961186
10.74	-0.0355271
10.75	-0.111948
10.76	-0.09774
10.77	-0.124054
10.78	-0.150726
10.79	-0.0836469
10.8	-0.109344
10.81	-0.0576662
10.82	-0.0852483
10.83	-0.122971
10.84	-0.0617153
10.85	-0.111074
10.86	-0.0525267
10.87	-0.0512485
10.88	-0.0998019
10.89	-0.0611368
10.9	-0.0792731
10.91	0.0339665
10.92	0.0718784
10.93	0.0131383
10.94	0.0246511
10.95	-0.0460034
10.96	-0.0440173
10.97	-0.0661142
10.98	-0.123835
10.99	-0.0858438
11	-0.144702
11.01	-0.154162
11.02	-0.0173294
11.03	0.473232
11.04	1.12392
11.05	1.14477
11.06	0.731945
11.07	0.281073
11.08	0.00836835
11.09	-0.0501222
11.1	-0.13958
11.11	-0.120215
11.12	-0.136304
11.13	-0.175582
11.14	-0.128315
11.15	-0.150686
11.16	-0.0966325
11.17	-0.118964
11.18	-0.154865
11.19	-0.108766
11.2	-0.168178
11.21	-0.132429
11.22	-0.134869
11.23	-0.169858
11.24	-0.142663
11.25	-0.183696
11.26	-0.137156
11.27	-0.134919
11.28	-0.133272
11.29	-0.0583003
11.3	-0.0912739
11.31	-0.0441357
11.32	-0.0201853
11.33	-0.0204259
11.34	0.0636668
11.35	0.0238336
11.36	0.0489231
11.37	0.0621402
11.38	0.0497954
11.39	0.0838763
11.4	0.00341423
11.41	0.0607664
11.42	0.0849054
11.43	0.0556587
11.44	0.0745846
11.45	0.00590339
11.46	0.0387621
11.47	0.0552707
11.48	0.0291052
11.49	0.0341892
11.5	-0.0303169
11.51	-0.0119278
11.52	0.000550233
11.53	0.0151684
11.54	0.0552725
11.55	-0.0425414
11.56	-0.0415335
11.57	-0.011993
11.58	-0.00212121
11.59	0.0322935
11.6	-0.0432814
11.61	-0.0282112
11.62	-0.0215315
11.63	-0.0446424
11.64	-0.0115759
11.65	-0.0636976
11.66	-0.00132406
11.67	0.0576181
11.68	0.0863859
11.69	0.127798
11.7	0.0594203
11.71	0.0480806
11.72	-0.0195836
11.73	-0.0629299
11.74	-0.0314271
11.75	-0.105948
11.76	-0.109939
11.77	-0.148815
11.78	-0.105372
11.79	0.344776
11.8	0.939906
11.81	1.19318
11.82	0.83625
11.83	0.328084
11.84	0.0488964
11.85	-0.129751
11.86	-0.120518
11.87	-0.135163
11.88	-0.166175
11.89	-0.119508
11.9	-0.164599
11.91	-0.114158
11.92	-0.121668
11.93	-0.169936
11.94	-0.130344
11.95	-0.170736
11.96	-0.104023
11.97	-0.115485
11.98	-0.18769
11.99	-0.169618
12	-0.235054
12.01	-0.169434
12.02	-0.13345
12.03	-0.176908
12.04	-0.153233
12.05	-0.204399
12.06	-0.146023
12.07	-0.117178
12.08	-0.0926578
12.09	-0.0149433
12.1	-0.0790438
12.11	-0.0473072
12.12	-0.0346778
12.13	-0.0363798
12.14	0.0100495
12.15	-0.0601824
12.16	-0.0294667
12.17	-0.0395736
12.18	-0.0485366
12.19	0.0103506
12.2	-0.0386986
12.21	0.00989523
12.22	-0.00255648
12.23	-0.0283936
12.24	0.0240309
12.25	-0.0510572
12.26	-0.0272011
12.27	-0.0381286
12.28	-0.0577963
12.29	-0.030218
12.3	-0.0799151
12.31	-0.0104788
12.32	-0.00657882
12.33	-0.0402534
12.34	-0.00650556
12.35	-0.0812513
12.36	-0.0431888
12.37	-0.0354791
12.38	-0.0631595
12.39	-0.0211219
12.4	-0.0667182
12.41	-0.0194796
12.42	0.00899003
12.43	0.0314084
12.44	0.128919
12.45	0.0973072
12.46	0.0842324
12.47	0.0325506
12.48	-0.0385284
12.49	-0.0306172
12.5	-0.103387
12.51	-0.0770172
12.52	-0.101498
12.53	-0.118388
12.54	0.0686223
12.55	0.514555
12.56	1.12886
12.57	1.1615
12.58	0.694592
12.59	0.285447
12.6	-0.021421
12.61	-0.0658111
12.62	-0.0947491
12.63	-0.118863
12.64	-0.0794506
12.65	-0.145287
12.66	-0.0993567
12.67	-0.104765
12.68	-0.121224
12.69	-0.0554868
12.7	-0.141545
12.71	-0.127
12.72	-0.117018
12.73	-0.147321
12.74	-0.114939
12.75	-0.164163
12.76	-0.139805
12.77	-0.173422
12.78	-0.211799
12.79	-0.166194
12.8	-0.169682
12.81	-0.0862732
12.82	-0.0954234
12.83	-0.13887
12.84	-0.0779164
12.85	-0.0747972
12.86	-0.00946873
12.87	-0.000300649
12.88	-0.0282725
12.89	-0.0072188
12.9	-0.0434953
12.91	0.00754293
12.92	0.010853
12.93	-0.00664625
12.94	0.03289
12.95	-0.0307179
12.96	-0.0040915
12.97	-0.00842122
12.98	-0.0104489
12.99	0.0369729
13	-0.0319215
13.01	-0.0188424
13.02	-0.0422464
13.03	-0.0556943
13.04	-0.0117122
13.05	-0.0582505
13.06	-0.00866439
13.07	-0.0409978
13.08	-0.0803756
13.09	-0.0284283
13.1	-0.0680533
13.11	-0.0180063
13.12	-0.0176136
13.13	-0.030971
13.14	-0.0125913
13.15	-0.0843447
13.16	-0.0429858
13.17	-0.0435683
13.18	-0.0609904
13.19	-0.00378237
13.2	-0.0188254
13.21	0.0807298
13.22	0.143584
13.23	0.126841
13.24	0.102454
13.25	-0.0108974
13.26	-0.0110668
13.27	-0.0326692
13.28	-0.075857
13.29	-0.0422336
13.3	-0.104808
13.31	-0.063554
13.32	0.163494
13.33	0.753337
13.34	1.26023
13.35	1.00254
13.36	0.444806
13.37	0.0887835
13.38	-0.0889795
13.39	-0.0676035
13.4	-0.0809525
13.41	-0.0669251
13.42	-0.109125
13.43	-0.154007
13.44	-0.109921
13.45	-0.153658
13.46	-0.0886446
13.47	-0.0706196
13.48	-0.14014
13.49	-0.120282
13.5	-0.158453
13.51	-0.116969
13.52	-0.103516
13.53	-0.133092
13.54	-0.11975
13.55	-0.198099
13.56	-0.165303
13.57	-0.152514
13.58	-0.178071
13.59	-0.104138
13.6	-0.124273
13.61	-0.0643773
13.62	-0.0324271
13.63	-0.0385206
13.64	-0.000189579
13.65	-0.057039
13.66	-0.0241288
13.67	-0.00804089
13.68	-0.0138387
13.69	0.0452426
13.7	-0.0266291
13.71	-0.0317568
13.72	-0.0197093
13.73	-0.0160467
13.74	0.0651024
13.75	0.0059193
13.76	-0.0146568
13.77	-0.0361915
13.78	-0.0594571
13.79	0.00553477
13.8	-0.0217729
13.81	0.011503
13.82	-0.0116301
13.83	-0.0702974
13.84	-0.00856182
13.85	-0.0462622
13.86	-0.0312227
13.87	-0.0469892
13.88	-0.0757244
13.89	-0.00129365
13.9	-0.0396915
13.91	-0.0268203
13.92	-0.0376751
13.93	-0.0942715
13.94	-0.0543057
13.95	-0.0713808
13.96	-0.00744595
13.97	0.0396413
13.98	0.0649226
13.99	0.146876
14	0.0821197
14.01	0.0798988
14.02	0.0416375
14.03	-0.0386615
14.04	0.000759741
14.05	-0.0642128
14.06	-0.0600087
14.07	-0.0782757
14.08	-0.0955173
14.09	0.214416
14.1	0.771048
14.11	1.25837
14.12	1.07743
14.13	0.532633
14.14	0.164442
14.15	-0.0744347
14.16	-0.0922166
14.17	-0.0894936
14.18	-0.115918
14.19	-0.0778042
14.2	-0.140842
14.21	-0.12129
14.22	-0.127823
14.23	-0.147961
14.24	-0.0746413
14.25	-0.118917
14.26	-0.123241
14.27	-0.145036
14.28	-0.170869
14.29	-0.114773
14.3	-0.168081
14.31	-0.152399
14.32	-0.153986
14.33	-0.203007
14.34	-0.149556
14.35	-0.164848
14.36	-0.102166
14.37	-0.105868
14.38	-0.129611
14.39	-0.0428969
14.4	-0.0720683
14.41	-0.0168166
14.42	0.00221974
14.43	-0.0444767
14.44	-0.000947042
14.45	-0.0443604
14.46	-0.00360152
14.47	0.0242683
14.48	-0.013709
14.49	0.0258326
14.5	-0.0371188
